# seed = 1, gamma = 0.5, beta = 1.0, dee = 10.0, dcc = 5.0, dec = 15.0, dsc = 2000.0, dLocalhost = 0.015, hostBroker = EDGE, numOfCloud = 1, numOfEdge = 1, numOfSmartphone = 300 
#
# The columns have the following meaning: 
# instant[SECONDS] delayCountPartial delaySumPartial[SECONDS] delayMaxPartial[SECONDS] delayCountTot delaySumTot[SECONDS] delayMaxTot[SECONDS] runOnCloudPartial runOnEdgePartial runOnSmartphonePartial runOnCloudTot runOnEdgeTot runOnSmartphoneTot
0.0 0 0.0 0.0 0 0.0 0.0 0 0 0 0 0 0
900.0 16560 2.4810028226E8 30594.82 16560 2.4810028226E8 30594.82 5 5 300 5 5 300
1800.0 16524 7.381025019E8 60954.58 33084 9.8620278416E8 60954.58 5 5 300 10 10 600
2700.0 16452 1.22677682917E9 91314.02 49536 2.21297961333E9 91314.02 5 5 300 15 15 900
3600.0 16452 1.71683488526E9 121673.35 65988 3.92981449859E9 121673.35 5 5 300 20 20 1200
4500.0 16560 2.21512165131E9 152032.67 82548 6.1449361499E9 152032.67 5 5 300 25 25 1500
5400.0 16524 2.7027320675E9 182392.01 99072 8.8476682174E9 182392.01 5 5 300 30 30 1800
6300.0 16452 3.18701893157E9 212751.34 115524 1.203468714897E10 212751.34 5 5 300 35 35 2100
7200.0 16452 3.67707611083E9 243110.67 131976 1.57117632598E10 243110.67 5 5 300 40 40 2400
8100.0 16561 4.18170770336E9 273469.99 148537 1.989347096317E10 273469.99 5 5 300 45 45 2700
9000.0 16524 4.66733400854E9 303829.33 165061 2.45608049717E10 303829.33 5 5 300 50 50 3000
9900.0 16452 5.14726015741E9 334188.66 181513 2.970806512911E10 334188.66 5 5 300 55 55 3300
10800.0 16452 5.63731733667E9 364547.99 197965 3.534538246578E10 364547.99 5 5 300 60 60 3600
11700.0 16560 6.14871935131E9 394907.32 214525 4.149410181709E10 394907.32 5 5 300 65 65 3900
12600.0 16524 6.63195800623E9 425266.65 231049 4.812605982333E10 425266.65 5 5 300 70 70 4200
13500.0 16452 7.10750138325E9 455625.98 247501 5.523356120657E10 455625.98 5 5 300 75 75 4500
14400.0 16452 7.59755856251E9 485985.31 263953 6.283111976908E10 485985.31 5 5 300 80 80 4800
15300.0 16560 8.11530500198E9 516344.64 280513 7.094642477106E10 516344.64 5 5 300 85 85 5100
16200.0 16524 8.59655994728E9 546703.97 297037 7.954298471835E10 546703.97 5 5 300 90 90 5400
17100.0 16452 9.0677426091E9 577063.3 313489 8.861072732745E10 577063.3 5 5 300 95 95 5700
18000.0 16452 9.55779978838E9 607422.63 329941 9.816852711583E10 607422.63 5 5 300 100 100 6000
18900.0 16560 1.008210384317E10 637781.96 346501 1.08250630959E11 637781.96 5 5 300 105 105 6300
19800.0 16524 1.056117290772E10 668141.29 363025 1.1881180386672E11 668141.29 5 5 300 110 110 6600
20700.0 16452 1.1027983835E10 698500.62 379477 1.2983978770172E11 698500.62 5 5 300 115 115 6900
21600.0 16452 1.151804101428E10 728859.95 395929 1.4135782871599E11 728859.95 5 5 300 120 120 7200
22500.0 16560 1.204890267537E10 759219.28 412489 1.5340673139136E11 759219.28 5 5 300 125 125 7500
23400.0 16524 1.252578588615E10 789578.61 429013 1.6593251727751E11 789578.61 5 5 300 130 130 7800
24300.0 16452 1.29882250609E10 819937.94 445465 1.7892074233841E11 819937.94 5 5 300 135 135 8100
25200.0 16452 1.347828224018E10 850297.27 461917 1.9239902457858E11 850297.27 5 5 300 140 140 8400
26100.0 16560 1.401591473404E10 880656.6 478477 2.0641493931262E11 880656.6 5 5 300 145 145 8700
27000.0 16524 1.44903988559E10 911015.93 495001 2.2090533816852E11 911015.93 5 5 300 150 150 9000
27900.0 16452 1.494846628712E10 941375.26 511453 2.3585380445564E11 941375.26 5 5 300 155 155 9300
28800.0 16452 1.54385234664E10 971734.59 527905 2.5129232792203E11 971734.59 5 5 300 160 160 9600
29700.0 16560 1.598250037613E10 1002093.92 544465 2.6727482829817E11 1002093.92 5 5 300 165 165 9900
30600.0 16524 1.645501181682E10 1032453.25 560989 2.8372984011499E11 1032453.25 5 5 300 170 170 10200
31500.0 16458 1.690870764737E10 1062812.58 577447 3.0063854776235E11 1062812.58 5 5 300 175 175 10500
32400.0 16452 1.739876588256E10 1093172.06 593899 3.1803731364492E11 1093172.06 5 5 300 180 180 10800
33300.0 16562 1.794930608343E10 1123531.79 610461 3.3598661972835E11 1123531.79 5 5 300 185 185 11100
34200.0 16524 1.841963420726E10 1153891.15 626985 3.5440625393561E11 1153891.15 5 5 300 190 190 11400
35100.0 16452 1.886895797219E10 1184250.47 643437 3.732752119078E11 1184250.47 5 5 300 195 195 11700
36000.0 16452 1.935901515147E10 1214609.8 659889 3.9263422705926E11 1214609.8 5 5 300 200 200 12000
36900.0 16560 1.99161073137E10 1244969.13 676449 4.1255033437296E11 1244969.13 5 5 300 205 205 12300
37800.0 16524 2.038424701866E10 1275328.47 692973 4.3293458139162E11 1275328.47 5 5 300 210 210 12600
38700.0 16452 2.082919919874E10 1305687.8 709425 4.5376378059035E11 1305687.8 5 5 300 215 215 12900
39600.0 16452 2.131925637802E10 1336047.12 725877 4.7508303696837E11 1336047.12 5 5 300 220 220 13200
40500.0 16560 2.188290615555E10 1366406.45 742437 4.9696594312392E11 1366406.45 5 5 300 225 225 13500
41400.0 16524 2.234885998874E10 1396765.79 758961 5.1931480311266E11 1396765.79 5 5 300 230 230 13800
42300.0 16452 2.278944042529E10 1427125.12 775413 5.4210424353795E11 1427125.12 5 5 300 235 235 14100
43200.0 16452 2.327949760456E10 1457484.44 791865 5.6538374114251E11 1457484.44 5 5 300 240 240 14400
44100.0 16560 2.38497049884E10 1487843.77 808425 5.8923344613092E11 1487843.77 5 5 300 245 245 14700
45000.0 16524 2.431347295883E10 1518203.11 824949 6.1354691908974E11 1518203.11 5 5 300 250 250 15000
45900.0 16452 2.474968165189E10 1548562.44 841401 6.3829660074163E11 1548562.44 5 5 300 255 255 15300
46800.0 16452 2.523973883117E10 1578921.76 857853 6.635363395728E11 1578921.76 5 5 300 260 260 15600
47700.0 16560 2.581671704774E10 1609281.09 874413 6.8935305662054E11 1609281.09 5 5 300 265 265 15900
48600.0 16524 2.627808592007E10 1639640.43 890937 7.1563114254061E11 1639640.43 5 5 300 270 270 16200
49500.0 16452 2.67099228786E10 1669999.76 907389 7.4234106541921E11 1669999.76 5 5 300 275 275 16500
50400.0 16452 2.719998005788E10 1700359.08 923841 7.6954104547709E11 1700359.08 5 5 300 280 280 16800
51300.0 16560 2.778330268132E10 1730718.41 940401 7.9732434815842E11 1730718.41 5 5 300 285 285 17100
