# seed = 1, gamma = 0.25, beta = 0.5, dee = 100.0, dcc = 50.0, dec = 600.0, dsc = 200.0, dLocalhost = 0.015, hostBroker = CLOUD, numOfCloud = 1, numOfEdge = 1, numOfSmartphone = 150 
#
# The columns have the following meaning: 
# instant[SECONDS] delayCountPartial delaySumPartial[SECONDS] delayMaxPartial[SECONDS] delayCountTot delaySumTot[SECONDS] delayMaxTot[SECONDS] runOnCloudPartial runOnEdgePartial runOnSmartphonePartial runOnCloudTot runOnEdgeTot runOnSmartphoneTot
0.0 0 0.0 0.0 0 0.0 0.0 0 0 0 0 0 0
900.0 16561 1.483433349E7 1878.66 16561 1.483433349E7 1878.66 158 2 150 158 2 150
1800.0 16524 3.218498566E7 2954.6 33085 4.701931915E7 2954.6 158 2 150 316 4 300
2700.0 16460 4.949921815E7 4030.37 49545 9.65185373E7 4030.37 158 2 150 474 6 450
3600.0 16452 6.686497258E7 5106.7 65997 1.6338350988E8 5106.7 158 2 150 632 8 600
4500.0 16561 8.45556424E7 6182.47 82558 2.4793915227E8 6182.47 158 2 150 790 10 750
5400.0 16524 1.0181569704E8 7258.81 99082 3.4975484931E8 7258.81 158 2 150 948 12 900
6300.0 16452 1.1897788333E8 8334.58 115534 4.6873273264E8 8334.58 158 2 150 1106 14 1050
7200.0 16452 1.3634363776E8 9410.91 131986 6.050763704E8 9410.91 158 2 150 1264 16 1200
8100.0 16560 1.5425334369E8 10486.69 148546 7.593297141E8 10486.69 158 2 150 1422 18 1350
9000.0 16524 1.7144864819E8 11563.02 165070 9.3077836228E8 11563.02 158 2 150 1580 20 1500
9900.0 16458 1.8845654878E8 12638.8 181528 1.11923491106E9 12638.8 158 2 150 1738 22 1650
10800.0 16455 2.0582204078E8 13715.11 197983 1.32505695184E9 13715.11 158 2 150 1896 24 1800
11700.0 16560 2.2397781582E8 14790.9 214543 1.54903476766E9 14790.9 158 2 150 2054 26 1950
12600.0 16525 2.4107838717E8 15866.68 231068 1.79011315483E9 15866.68 158 2 150 2212 28 2100
13500.0 16452 2.5793047882E8 16943.01 247520 2.04804363365E9 16943.01 158 2 150 2370 30 2250
14400.0 16452 2.7529643013E8 18018.78 263972 2.32334006378E9 18018.78 158 2 150 2528 32 2400
15300.0 16560 2.9367077566E8 19095.11 280532 2.61701083944E9 19095.11 158 2 150 2686 34 2550
16200.0 16524 3.1071128766E8 20170.89 297056 2.92772212711E9 20170.89 158 2 150 2844 36 2700
17100.0 16453 3.2740915801E8 21247.22 313509 3.25513128511E9 21247.22 158 2 150 3002 38 2850
18000.0 16460 3.4477509558E8 22323.0 329969 3.5999063807E9 22323.0 158 2 150 3160 40 3000
18900.0 16560 3.6338186881E8 23399.33 346529 3.96328824951E9 23399.33 158 2 150 3318 42 3150
19800.0 16525 3.8034489592E8 24475.11 363054 4.34363314543E9 24475.11 158 2 150 3476 44 3300
20700.0 16452 3.9688769898E8 25551.43 379506 4.74052084441E9 25551.43 158 2 150 3634 46 3450
21600.0 16452 4.1425373355E8 26627.21 395958 5.15477457796E9 26627.21 158 2 150 3792 48 3600
22500.0 16560 4.3308839621E8 27702.98 412518 5.58786297416E9 27702.98 158 2 150 3950 50 3750
23400.0 16524 4.4997382544E8 28779.32 429042 6.03783679961E9 28779.32 158 2 150 4108 52 3900
24300.0 16452 4.6636193951E8 29855.09 445494 6.50419873911E9 29855.09 158 2 150 4266 54 4050
25200.0 16452 4.8372769394E8 30931.42 461946 6.98792643306E9 30931.42 158 2 150 4424 56 4200
26100.0 16569 5.0281293495E8 32007.19 478515 7.49073936801E9 32007.19 158 2 150 4582 58 4350
27000.0 16524 5.1960744302E8 33083.53 495039 8.01034681102E9 33083.53 158 2 150 4740 60 4500
27900.0 16453 5.3584060529E8 34159.31 511492 8.54618741631E9 34159.31 158 2 150 4898 62 4650
28800.0 16452 5.5320635972E8 35235.64 527944 9.09939377603E9 35235.64 158 2 150 5056 64 4800
29700.0 16560 5.7251060088E8 36311.41 544504 9.67190437691E9 36311.41 158 2 150 5214 66 4950
30600.0 16524 5.8924093726E8 37387.74 561028 1.026114531417E10 37387.74 158 2 150 5372 68 5100
31500.0 16452 6.0531924408E8 38463.52 577480 1.086646455825E10 38463.52 158 2 150 5530 70 5250
32400.0 16453 6.2268048712E8 39539.29 593933 1.148914504538E10 39539.29 158 2 150 5688 72 5400
33300.0 16560 6.4221694014E8 40615.62 610493 1.213136198552E10 40615.62 158 2 150 5846 74 5550
34200.0 16532 6.5887008352E8 41691.4 627025 1.279023206904E10 41691.4 158 2 150 6004 76 5700
35100.0 16452 6.747932018E8 42767.73 643477 1.346502527084E10 42767.73 158 2 150 6162 78 5850
36000.0 16453 6.9215915312E8 43843.51 659930 1.415718442396E10 43843.51 158 2 150 6320 80 6000
36900.0 16560 7.1192803383E8 44919.84 676490 1.486911245779E10 44919.84 158 2 150 6478 82 6150
37800.0 16524 7.2850370137E8 45995.62 693014 1.559761615916E10 45995.62 158 2 150 6636 84 6300
38700.0 16452 7.442718679E8 47071.95 709466 1.634188802706E10 47071.95 158 2 150 6794 86 6450
