# seed = 1, gamma = 0.5, beta = 0.5, dee = 10.0, dcc = 50.0, dec = 150.0, dsc = 1000.0, dLocalhost = 0.015, hostBroker = EDGE, numOfCloud = 1, numOfEdge = 1, numOfSmartphone = 150 
#
# The columns have the following meaning: 
# instant[SECONDS] delayCountPartial delaySumPartial[SECONDS] delayMaxPartial[SECONDS] delayCountTot delaySumTot[SECONDS] delayMaxTot[SECONDS] runOnCloudPartial runOnEdgePartial runOnSmartphonePartial runOnCloudTot runOnEdgeTot runOnSmartphoneTot
0.0 0 0.0 0.0 0 0.0 0.0 0 0 0 0 0 0
900.0 16560 8.042332909E7 9928.34 16560 8.042332909E7 9928.34 155 5 150 155 5 150
1800.0 16524 2.3022435079E8 19212.0 33084 3.1064767988E8 19212.0 155 5 150 310 10 300
2700.0 16453 3.796711555E8 28495.18 49537 6.9031883538E8 28495.18 155 5 150 465 15 450
3600.0 16452 5.2949488622E8 37778.34 65989 1.21981372159E9 37778.34 155 5 150 620 20 600
4500.0 16560 6.8190199948E8 47061.51 82549 1.90171572108E9 47061.51 155 5 150 775 25 750
5400.0 16524 8.3096408852E8 56344.69 99073 2.7326798096E9 56344.69 155 5 150 930 30 900
6300.0 16452 9.790668822E8 65627.86 115525 3.7117466918E9 65627.86 155 5 150 1085 35 1050
7200.0 16452 1.12889061292E9 74911.02 131977 4.84063730472E9 74911.02 155 5 150 1240 40 1200
8100.0 16560 1.28323365462E9 84194.19 148537 6.12387095934E9 84194.19 155 5 150 1395 45 1350
9000.0 16524 1.431692932E9 93477.37 165061 7.55556389134E9 93477.37 155 5 150 1550 50 1500
9900.0 16452 1.57846260917E9 102760.54 181513 9.13402650052E9 102760.54 155 5 150 1705 55 1650
10800.0 16460 1.72828633989E9 112043.7 197973 1.086231284041E10 112043.7 155 5 150 1860 60 1800
11700.0 16560 1.8847089903E9 121327.44 214533 1.274702183071E10 121327.44 155 5 150 2015 65 1950
12600.0 16524 2.0324383872E9 130610.62 231057 1.477946021791E10 130610.62 155 5 150 2170 70 2100
13500.0 16452 2.17786760722E9 139893.79 247509 1.695732782514E10 139893.79 155 5 150 2325 75 2250
14400.0 16452 2.32769133794E9 149176.96 263961 1.928501916307E10 149176.96 155 5 150 2480 80 2400
15300.0 16560 2.48604473113E9 158460.13 280521 2.17710638942E10 158460.13 155 5 150 2635 85 2550
16200.0 16524 2.63316723068E9 167743.3 297045 2.440423112488E10 167743.3 155 5 150 2790 90 2700
17100.0 16452 2.77726333418E9 177026.47 313497 2.718149445906E10 177026.47 155 5 150 2945 95 2850
18000.0 16452 2.9270870649E9 186309.64 329949 3.010858152396E10 186309.64 155 5 150 3100 100 3000
18900.0 16560 3.08744562283E9 195592.81 346509 3.319602714679E10 195592.81 155 5 150 3255 105 3150
19800.0 16524 3.23389972513E9 204875.98 363033 3.642992687191E10 204875.98 155 5 150 3410 110 3300
20700.0 16453 3.37665906114E9 214159.15 379486 3.980658593305E10 214159.15 155 5 150 3565 115 3450
21600.0 16452 3.52648725816E9 223442.84 395938 4.333307319122E10 223442.84 155 5 150 3720 120 3600
22500.0 16560 3.68885542757E9 232726.06 412498 4.702192861879E10 232726.06 155 5 150 3875 125 3750
23400.0 16524 3.83464150913E9 242009.24 429022 5.085657012792E10 242009.24 155 5 150 4030 130 3900
24300.0 16452 3.97606403902E9 251292.41 445474 5.483263416694E10 251292.41 155 5 150 4185 135 4050
25200.0 16452 4.12588776973E9 260575.57 461926 5.895852193667E10 260575.57 155 5 150 4340 140 4200
26100.0 16560 4.2903259694E9 269858.74 478486 6.324884790607E10 269858.74 155 5 150 4495 145 4350
