# seed = 1, gamma = 0.5, beta = 0.75, dee = 100.0, dcc = 5.0, dec = 150.0, dsc = 20.0, dLocalhost = 0.015, hostBroker = CLOUD, numOfCloud = 1, numOfEdge = 1, numOfSmartphone = 225 
#
# The columns have the following meaning: 
# instant[SECONDS] delayCountPartial delaySumPartial[SECONDS] delayMaxPartial[SECONDS] delayCountTot delaySumTot[SECONDS] delayMaxTot[SECONDS] runOnCloudPartial runOnEdgePartial runOnSmartphonePartial runOnCloudTot runOnEdgeTot runOnSmartphoneTot
0.0 0 0.0 0.0 0 0.0 0.0 0 0 0 0 0 0
900.0 16566 1891338.88 243.25 16566 1891338.88 243.25 80 5 225 80 5 225
1800.0 16528 1891282.27 243.25 33094 3782621.14 243.25 80 5 225 160 10 450
2700.0 16452 1890458.83 243.25 49546 5673079.98 243.25 80 5 225 240 15 675
3600.0 16452 1890128.5 243.25 65998 7563208.48 243.25 80 5 225 320 20 900
4500.0 16566 1893079.73 243.25 82564 9456288.2 243.25 80 5 225 400 25 1125
5400.0 16528 1891364.55 243.25 99092 1.134765276E7 243.25 80 5 225 480 30 1350
6300.0 16452 1890458.83 243.25 115544 1.323811159E7 243.25 80 5 225 560 35 1575
7200.0 16452 1890128.5 243.25 131996 1.512824009E7 243.25 80 5 225 640 40 1800
8100.0 16566 1891345.82 243.25 148562 1.701958591E7 243.25 80 5 225 720 45 2025
9000.0 16528 1891282.27 243.25 165090 1.891086817E7 243.25 80 5 225 800 50 2250
9900.0 16452 1890458.83 243.25 181542 2.080132701E7 243.25 80 5 225 880 55 2475
10800.0 16452 1890128.5 243.25 197994 2.269145551E7 243.25 80 5 225 960 60 2700
11700.0 16566 1893088.73 243.25 214560 2.458454423E7 243.25 80 5 225 1040 65 2925
12600.0 16528 1891364.55 243.25 231088 2.647590878E7 243.25 80 5 225 1120 70 3150
13500.0 16452 1890458.83 243.25 247540 2.836636762E7 243.25 80 5 225 1200 75 3375
14400.0 16452 1890128.5 243.25 263992 3.025649612E7 243.25 80 5 225 1280 80 3600
15300.0 16566 1891345.82 243.25 280558 3.214784194E7 243.25 80 5 225 1360 85 3825
16200.0 16528 1891282.27 243.25 297086 3.40391242E7 243.25 80 5 225 1440 90 4050
17100.0 16452 1890458.83 243.25 313538 3.592958304E7 243.25 80 5 225 1520 95 4275
18000.0 16452 1890128.5 243.25 329990 3.781971153E7 243.25 80 5 225 1600 100 4500
18900.0 16566 1891345.82 243.25 346556 3.971105735E7 243.25 80 5 225 1680 105 4725
19800.0 16528 1891282.27 243.25 363084 4.160233962E7 243.25 80 5 225 1760 110 4950
20700.0 16452 1890458.83 243.25 379536 4.349279845E7 243.25 80 5 225 1840 115 5175
21600.0 16452 1890128.5 243.25 395988 4.538292695E7 243.25 80 5 225 1920 120 5400
22500.0 16566 1891336.82 243.25 412554 4.727426377E7 243.25 80 5 225 2000 125 5625
23400.0 16528 1891282.27 243.25 429082 4.916554604E7 243.25 80 5 225 2080 130 5850
24300.0 16452 1890458.83 243.25 445534 5.105600487E7 243.25 80 5 225 2160 135 6075
25200.0 16452 1890128.5 243.25 461986 5.294613337E7 243.25 80 5 225 2240 140 6300
26100.0 16566 1893097.73 243.25 478552 5.48392311E7 243.25 80 5 225 2320 145 6525
27000.0 16528 1891282.27 243.25 495080 5.673051336E7 243.25 80 5 225 2400 150 6750
27900.0 16452 1890458.83 243.25 511532 5.86209722E7 243.25 80 5 225 2480 155 6975
28800.0 16452 1890128.5 243.25 527984 6.05111007E7 243.25 80 5 225 2560 160 7200
29700.0 16566 1891345.82 243.25 544550 6.240244651E7 243.25 80 5 225 2640 165 7425
30600.0 16528 1891282.27 243.25 561078 6.429372878E7 243.25 80 5 225 2720 170 7650
31500.0 16452 1890458.83 243.25 577530 6.618418761E7 243.25 80 5 225 2800 175 7875
32400.0 16452 1890128.5 243.25 593982 6.807431611E7 243.25 80 5 225 2880 180 8100
33300.0 16566 1891336.82 243.25 610548 6.996565293E7 243.25 80 5 225 2960 185 8325
34200.0 16528 1891282.27 243.25 627076 7.185693519E7 243.25 80 5 225 3040 190 8550
35100.0 16452 1890458.83 243.25 643528 7.374739403E7 243.25 80 5 225 3120 195 8775
36000.0 16452 1890128.5 243.25 659980 7.563752253E7 243.25 80 5 225 3200 200 9000
36900.0 16566 1891345.82 243.25 676546 7.752886834E7 243.25 80 5 225 3280 205 9225
37800.0 16528 1891282.27 243.25 693074 7.942015061E7 243.25 80 5 225 3360 210 9450
38700.0 16452 1890458.83 243.25 709526 8.131060944E7 243.25 80 5 225 3440 215 9675
39600.0 16452 1890128.5 243.25 725978 8.320073794E7 243.25 80 5 225 3520 220 9900
40500.0 16566 1891336.82 243.25 742544 8.509207476E7 243.25 80 5 225 3600 225 10125
41400.0 16528 1891282.27 243.25 759072 8.698335702E7 243.25 80 5 225 3680 230 10350
42300.0 16452 1890458.83 243.25 775524 8.887381586E7 243.25 80 5 225 3760 235 10575
43200.0 16452 1890128.5 243.25 791976 9.076394435E7 243.25 80 5 225 3840 240 10800
44100.0 16566 1891345.82 243.25 808542 9.265529017E7 243.25 80 5 225 3920 245 11025
45000.0 16528 1891282.27 243.25 825070 9.454657244E7 243.25 80 5 225 4000 250 11250
45900.0 16452 1890458.83 243.25 841522 9.643703127E7 243.25 80 5 225 4080 255 11475
46800.0 16452 1890128.5 243.25 857974 9.832715977E7 243.25 80 5 225 4160 260 11700
