# seed = 1, gamma = 0.0, beta = 0.25, dee = 10.0, dcc = 5.0, dec = 15.0, dsc = 200.0, dLocalhost = 0.015, hostBroker = EDGE, numOfCloud = 1, numOfEdge = 1, numOfSmartphone = 75 
#
# The columns have the following meaning: 
# instant[SECONDS] delayCountPartial delaySumPartial[SECONDS] delayMaxPartial[SECONDS] delayCountTot delaySumTot[SECONDS] delayMaxTot[SECONDS] runOnCloudPartial runOnEdgePartial runOnSmartphonePartial runOnCloudTot runOnEdgeTot runOnSmartphoneTot
0.0 0 0.0 0.0 0 0.0 0.0 0 0 0 0 0 0
900.0 16561 7675238.92 987.58 16561 7675238.92 987.58 235 0 75 235 0 75
1800.0 16532 1.011740637E7 1139.11 33093 1.779264528E7 1139.11 235 0 75 470 0 150
2700.0 16453 1.255679333E7 1291.17 49546 3.034943862E7 1291.17 235 0 75 705 0 225
3600.0 16452 1.500798548E7 1443.24 65998 4.535742409E7 1443.24 235 0 75 940 0 300
4500.0 16560 1.753460862E7 1595.31 82558 6.289203271E7 1595.31 235 0 75 1175 0 375
5400.0 16533 1.995375306E7 1747.38 99091 8.284578577E7 1747.38 235 0 75 1410 0 450
6300.0 16452 2.237558907E7 1899.45 115543 1.0522137484E8 1899.45 235 0 75 1645 0 525
7200.0 16453 2.482516368E7 2051.33 131996 1.3004653852E8 2051.33 235 0 75 1880 0 600
8100.0 16560 2.737304844E7 2203.01 148556 1.5741958697E8 2203.01 235 0 75 2115 0 675
9000.0 16525 2.978471982E7 2355.08 165081 1.8720430679E8 2355.08 235 0 75 2350 0 750
9900.0 16460 3.218506426E7 2507.15 181541 2.1938937105E8 2507.15 235 0 75 2585 0 825
10800.0 16453 3.46362564E7 2659.21 197994 2.5402562745E8 2659.21 235 0 75 2820 0 900
11700.0 16560 3.72285602E7 2811.28 214554 2.9125418765E8 2811.28 235 0 75 3055 0 975
12600.0 16524 3.962579935E7 2963.36 231078 3.3087998699E8 2963.36 235 0 75 3290 0 1050
13500.0 16452 4.200117914E7 3115.11 247530 3.7288116613E8 3115.11 235 0 75 3525 0 1125
14400.0 16461 4.444794039E7 3266.92 263991 4.1732910653E8 3266.92 235 0 75 3760 0 1200
15300.0 16561 4.706369202E7 3418.98 280552 4.6439279855E8 3418.98 235 0 75 3995 0 1275
16200.0 16524 4.94567658E7 3571.06 297076 5.1384956435E8 3571.06 235 0 75 4230 0 1350
17100.0 16453 5.181333513E7 3723.12 313529 5.6566289948E8 3723.12 235 0 75 4465 0 1425
18000.0 16460 5.426452728E7 3875.19 329989 6.1992742676E8 3875.19 235 0 75 4700 0 1500
18900.0 16560 5.691533495E7 4027.26 346549 6.7684276171E8 4027.26 235 0 75 4935 0 1575
19800.0 16525 5.929364376E7 4178.86 363074 7.3613640547E8 4178.86 235 0 75 5170 0 1650
20700.0 16452 6.162368725E7 4330.82 379526 7.9776009272E8 4330.82 235 0 75 5405 0 1725
21600.0 16453 6.407402102E7 4482.89 395979 8.6183411375E8 4482.89 235 0 75 5640 0 1800
22500.0 16568 6.67576355E7 4634.96 412547 9.2859174925E8 4634.96 235 0 75 5875 0 1875
23400.0 16525 6.912883071E7 4787.03 429072 9.9772057996E8 4787.03 235 0 75 6110 0 1950
24300.0 16452 7.144162489E7 4939.1 445524 1.06916220485E9 4939.1 235 0 75 6345 0 2025
25200.0 16452 7.389281703E7 5091.17 461976 1.14305502188E9 5091.17 235 0 75 6580 0 2100
26100.0 16561 7.661189308E7 5242.67 478537 1.21966691497E9 5242.67 235 0 75 6815 0 2175
27000.0 16532 7.896023323E7 5394.73 495069 1.2986271482E9 5394.73 235 0 75 7050 0 2250
27900.0 16453 8.125115014E7 5546.8 511522 1.37987829834E9 5546.8 235 0 75 7285 0 2325
28800.0 16452 8.370234229E7 5698.87 527974 1.46358064063E9 5698.87 235 0 75 7520 0 2400
29700.0 16560 8.645163759E7 5850.93 544534 1.55003227821E9 5850.93 235 0 75 7755 0 2475
30600.0 16533 8.880091868E7 6003.01 561067 1.63883319689E9 6003.01 235 0 75 7990 0 2550
31500.0 16452 9.106994664E7 6155.08 577519 1.72990314353E9 6155.08 235 0 75 8225 0 2625
32400.0 16453 9.351659704E7 6306.58 593972 1.82341974057E9 6306.58 235 0 75 8460 0 2700
33300.0 16560 9.629396991E7 6458.64 610532 1.91971371048E9 6458.64 235 0 75 8695 0 2775
34200.0 16525 9.863233042E7 6610.71 627057 2.01834604089E9 6610.71 235 0 75 8930 0 2850
35100.0 16460 1.0087947211E8 6762.78 643517 2.119225513E9 6762.78 235 0 75 9165 0 2925
36000.0 16453 1.0333066425E8 6914.85 659970 2.22255617725E9 6914.85 235 0 75 9400 0 3000
36900.0 16560 1.0614561338E8 7066.91 676530 2.32870179063E9 7066.91 235 0 75 9635 0 3075
37800.0 16524 1.0847302497E8 7218.99 693054 2.4371748156E9 7218.99 235 0 75 9870 0 3150
38700.0 16453 1.1069372464E8 7370.49 709507 2.54786854024E9 7370.49 235 0 75 10105 0 3225
39600.0 16460 1.1314018983E8 7522.55 725967 2.66100873007E9 7522.55 235 0 75 10340 0 3300
40500.0 16561 1.1598795487E8 7674.61 742528 2.77699668493E9 7674.61 235 0 75 10575 0 3375
41400.0 16524 1.1830442781E8 7826.69 759052 2.89530111275E9 7826.69 235 0 75 10810 0 3450
42300.0 16452 1.2050779434E8 7978.76 775504 3.01580890709E9 7978.76 235 0 75 11045 0 3525
43200.0 16461 1.2295898649E8 8130.82 791965 3.13876789357E9 8130.82 235 0 75 11280 0 3600
44100.0 16560 1.2583958945E8 8282.89 808525 3.26460748302E9 8282.89 235 0 75 11515 0 3675
45000.0 16525 1.281405698E8 8434.4 825050 3.39274805283E9 8434.4 235 0 75 11750 0 3750
45900.0 16452 1.3031731997E8 8586.46 841502 3.5230653728E9 8586.46 235 0 75 11985 0 3825
46800.0 16453 1.3276851212E8 8738.53 857955 3.65583388491E9 8738.53 235 0 75 12220 0 3900
47700.0 16568 1.3568911677E8 8890.59 874523 3.79152300169E9 8890.59 235 0 75 12455 0 3975
48600.0 16525 1.3797651643E8 9042.67 891048 3.92949951811E9 9042.67 235 0 75 12690 0 4050
49500.0 16452 1.4013611679E8 9194.74 907500 4.06963563491E9 9194.74 235 0 75 12925 0 4125
50400.0 16452 1.4258730894E8 9346.8 923952 4.21222294384E9 9346.8 235 0 75 13160 0 4200
