# seed = 1, gamma = 0.0, beta = 0.75, dee = 10.0, dcc = 200.0, dec = 15.0, dsc = 20.0, dLocalhost = 0.015, hostBroker = CLOUD, numOfCloud = 1, numOfEdge = 1, numOfSmartphone = 225 
#
# The columns have the following meaning: 
# instant[SECONDS] delayCountPartial delaySumPartial[SECONDS] delayMaxPartial[SECONDS] delayCountTot delaySumTot[SECONDS] delayMaxTot[SECONDS] runOnCloudPartial runOnEdgePartial runOnSmartphonePartial runOnCloudTot runOnEdgeTot runOnSmartphoneTot
0.0 0 0.0 0.0 0 0.0 0.0 0 0 0 0 0 0
900.0 16561 8396949.76 1077.99 16561 8396949.76 1077.99 85 0 225 85 0 225
1800.0 16532 1.230288796E7 1319.76 33093 2.069983771E7 1319.76 85 0 225 170 0 450
2700.0 16453 1.61872324E7 1562.04 49546 3.688707012E7 1562.04 85 0 225 255 0 675
3600.0 16452 2.010239013E7 1804.34 65998 5.698946025E7 1804.34 85 0 225 340 0 900
4500.0 16560 2.410240591E7 2046.64 82558 8.109186615E7 2046.64 85 0 225 425 0 1125
5400.0 16524 2.797364553E7 2288.38 99082 1.0906551168E8 2288.38 85 0 225 510 0 1350
6300.0 16461 3.18227277E7 2530.67 115543 1.4088823938E8 2530.67 85 0 225 595 0 1575
7200.0 16453 3.573788543E7 2772.96 131996 1.7662612481E8 2772.96 85 0 225 680 0 1800
8100.0 16560 3.978248732E7 3015.26 148556 2.1640861213E8 3015.26 85 0 225 765 0 2025
9000.0 16524 4.36481803E7 3257.57 165080 2.6005679243E8 3257.57 85 0 225 850 0 2250
9900.0 16453 4.746295022E7 3499.3 181533 3.0751974266E8 3499.3 85 0 225 935 0 2475
10800.0 16460 5.1373381E7 3741.59 197993 3.5889312365E8 3741.59 85 0 225 1020 0 2700
11700.0 16561 5.547802594E7 3983.88 214554 4.1437114959E8 3983.88 85 0 225 1105 0 2925
12600.0 16524 5.931889836E7 4226.19 231078 4.7369004795E8 4226.19 85 0 225 1190 0 3150
13500.0 16452 6.310280227E7 4468.47 247530 5.3679285022E8 4468.47 85 0 225 1275 0 3375
14400.0 16452 6.70135971E7 4710.22 263982 6.0380644732E8 4710.22 85 0 225 1360 0 3600
15300.0 16569 7.115808063E7 4952.5 280551 6.7496452795E8 4952.5 85 0 225 1445 0 3825
16200.0 16525 7.498891222E7 5194.81 297076 7.4995344017E8 5194.81 85 0 225 1530 0 4050
