# seed = 1, gamma = 0.75, beta = 0.0, dee = 100.0, dcc = 200.0, dec = 150.0, dsc = 1000.0, dLocalhost = 0.015, hostBroker = CLOUD, numOfCloud = 1, numOfEdge = 1, numOfSmartphone = 0 
#
# The columns have the following meaning: 
# instant[SECONDS] delayCountPartial delaySumPartial[SECONDS] delayMaxPartial[SECONDS] delayCountTot delaySumTot[SECONDS] delayMaxTot[SECONDS] runOnCloudPartial runOnEdgePartial runOnSmartphonePartial runOnCloudTot runOnEdgeTot runOnSmartphoneTot
0.0 0 0.0 0.0 0 0.0 0.0 0 0 0 0 0 0
900.0 16561 2.406971578E7 3019.59 16561 2.406971578E7 3019.59 303 7 0 303 7 0
1800.0 16524 6.020200863E7 5259.06 33085 8.42717244E7 5259.06 303 7 0 606 14 0
2700.0 16452 9.624007351E7 7498.23 49537 1.8051179792E8 7498.23 303 7 0 909 21 0
3600.0 16460 1.3238473801E8 9737.4 65997 3.1289653593E8 9737.4 303 7 0 1212 28 0
4500.0 16560 1.6916524276E8 11977.13 82557 4.8206177868E8 11977.13 303 7 0 1515 35 0
5400.0 16524 2.0511590123E8 14216.32 99081 6.8717767992E8 14216.32 303 7 0 1818 42 0
6300.0 16453 2.408281868E8 16455.49 115534 9.2800586672E8 16455.49 303 7 0 2121 49 0
7200.0 16452 2.7697577583E8 18695.03 131986 1.20498164254E9 18695.03 303 7 0 2424 56 0
8100.0 16560 3.1421882754E8 20934.4 148546 1.51920047008E9 20934.4 303 7 0 2727 63 0
9000.0 16524 3.5002533397E8 23173.58 165070 1.86922580405E9 23173.58 303 7 0 3030 70 0
9900.0 16452 3.8541624829E8 25412.75 181522 2.25464205234E9 25412.75 303 7 0 3333 77 0
10800.0 16452 4.2156546628E8 27652.48 197974 2.67620751862E9 27652.48 303 7 0 3636 84 0
11700.0 16560 4.5931355046E8 29891.66 214534 3.13552106908E9 29891.66 303 7 0 3939 91 0
12600.0 16524 4.9493699897E8 32130.84 231058 3.63045806805E9 32130.84 303 7 0 4242 98 0
13500.0 16452 5.30008001E8 34370.47 247510 4.16046606906E9 34370.47 303 7 0 4545 105 0
14400.0 16452 5.6615753717E8 36609.75 263962 4.72662360623E9 36609.75 303 7 0 4848 112 0
15300.0 16560 6.0436396265E8 38848.92 280522 5.33098756888E9 38848.92 303 7 0 5151 119 0
16200.0 16533 6.3984645623E8 41088.1 297055 5.97083402511E9 41088.1 303 7 0 5454 126 0
17100.0 16452 6.7459699841E8 43327.84 313507 6.64543102352E9 43327.84 303 7 0 5757 133 0
18000.0 16452 7.1074638336E8 45567.01 329959 7.35617740689E9 45567.01 303 7 0 6060 140 0
18900.0 16561 7.4943576833E8 47806.18 346520 8.10561317521E9 47806.18 303 7 0 6363 147 0
19800.0 16524 7.8476150132E8 50045.92 363044 8.89037467654E9 50045.92 303 7 0 6666 154 0
20700.0 16452 8.1918983007E8 52285.11 379496 9.70956450661E9 52285.11 303 7 0 6969 161 0
21600.0 16452 8.5533449692E8 54524.28 395948 1.056489900353E10 54524.28 303 7 0 7272 168 0
22500.0 16560 8.94507565E8 56763.44 412508 1.145940656853E10 56763.44 303 7 0 7575 175 0
23400.0 16524 9.2967216527E8 59003.19 429032 1.238907873381E10 59003.19 303 7 0 7878 182 0
24300.0 16452 9.6377794599E8 61242.37 445484 1.33528566798E10 61242.37 303 7 0 8181 189 0
25200.0 16452 9.9992261048E8 63481.54 461936 1.435277929028E10 63481.54 303 7 0 8484 196 0
