# seed = 1, gamma = 0.75, beta = 0.25, dee = 100.0, dcc = 50.0, dec = 15.0, dsc = 20.0, dLocalhost = 0.015, hostBroker = EDGE, numOfCloud = 1, numOfEdge = 1, numOfSmartphone = 75 
#
# The columns have the following meaning: 
# instant[SECONDS] delayCountPartial delaySumPartial[SECONDS] delayMaxPartial[SECONDS] delayCountTot delaySumTot[SECONDS] delayMaxTot[SECONDS] runOnCloudPartial runOnEdgePartial runOnSmartphonePartial runOnCloudTot runOnEdgeTot runOnSmartphoneTot
0.0 0 0.0 0.0 0 0.0 0.0 0 0 0 0 0 0
900.0 16566 2342854.35 301.68 16566 2342854.35 301.68 228 7 75 228 7 75
1800.0 16528 2342132.88 301.68 33094 4684987.23 301.68 228 7 75 456 14 150
2700.0 16452 2340787.3 301.68 49546 7025774.53 301.68 228 7 75 684 21 225
3600.0 16452 2340443.05 301.68 65998 9366217.59 301.68 228 7 75 912 28 300
4500.0 16566 2345015.28 301.68 82564 1.171123287E7 301.68 228 7 75 1140 35 375
5400.0 16528 2342240.63 301.68 99092 1.40534735E7 301.68 228 7 75 1368 42 450
6300.0 16452 2340787.3 301.68 115544 1.63942608E7 301.68 228 7 75 1596 49 525
7200.0 16452 2340443.05 301.68 131996 1.873470385E7 301.68 228 7 75 1824 56 600
8100.0 16566 2342855.49 301.68 148562 2.107755934E7 301.68 228 7 75 2052 63 675
9000.0 16528 2342132.88 301.68 165090 2.341969222E7 301.68 228 7 75 2280 70 750
9900.0 16452 2340787.3 301.68 181542 2.576047953E7 301.68 228 7 75 2508 77 825
10800.0 16452 2340443.05 301.68 197994 2.810092258E7 301.68 228 7 75 2736 84 900
11700.0 16566 2345024.28 301.68 214560 3.044594686E7 301.68 228 7 75 2964 91 975
12600.0 16528 2342240.63 301.68 231088 3.278818749E7 301.68 228 7 75 3192 98 1050
13500.0 16452 2340787.3 301.68 247540 3.512897479E7 301.68 228 7 75 3420 105 1125
14400.0 16452 2340443.05 301.68 263992 3.746941784E7 301.68 228 7 75 3648 112 1200
15300.0 16566 2342855.49 301.68 280558 3.981227333E7 301.68 228 7 75 3876 119 1275
16200.0 16528 2342132.88 301.68 297086 4.215440622E7 301.68 228 7 75 4104 126 1350
17100.0 16452 2340787.3 301.68 313538 4.449519352E7 301.68 228 7 75 4332 133 1425
18000.0 16452 2340443.05 301.68 329990 4.683563657E7 301.68 228 7 75 4560 140 1500
18900.0 16566 2342855.49 301.68 346556 4.917849206E7 301.68 228 7 75 4788 147 1575
19800.0 16528 2342132.88 301.68 363084 5.152062494E7 301.68 228 7 75 5016 154 1650
20700.0 16452 2340787.3 301.68 379536 5.386141224E7 301.68 228 7 75 5244 161 1725
21600.0 16452 2340443.05 301.68 395988 5.62018553E7 301.68 228 7 75 5472 168 1800
22500.0 16566 2342846.49 301.68 412554 5.854470178E7 301.68 228 7 75 5700 175 1875
23400.0 16528 2342132.88 301.68 429082 6.088683467E7 301.68 228 7 75 5928 182 1950
24300.0 16452 2340787.3 301.68 445534 6.322762197E7 301.68 228 7 75 6156 189 2025
25200.0 16452 2340443.05 301.68 461986 6.556806502E7 301.68 228 7 75 6384 196 2100
26100.0 16566 2345033.28 301.68 478552 6.791309831E7 301.68 228 7 75 6612 203 2175
27000.0 16528 2342132.88 301.68 495080 7.025523119E7 301.68 228 7 75 6840 210 2250
27900.0 16452 2340787.3 301.68 511532 7.259601849E7 301.68 228 7 75 7068 217 2325
28800.0 16452 2340443.05 301.68 527984 7.493646154E7 301.68 228 7 75 7296 224 2400
29700.0 16566 2342855.48 301.68 544550 7.727931703E7 301.68 228 7 75 7524 231 2475
30600.0 16528 2342132.88 301.68 561078 7.962144991E7 301.68 228 7 75 7752 238 2550
31500.0 16452 2340787.3 301.68 577530 8.196223722E7 301.68 228 7 75 7980 245 2625
32400.0 16452 2340443.05 301.68 593982 8.430268027E7 301.68 228 7 75 8208 252 2700
33300.0 16566 2342846.48 301.68 610548 8.664552675E7 301.68 228 7 75 8436 259 2775
34200.0 16528 2342132.88 301.68 627076 8.898765964E7 301.68 228 7 75 8664 266 2850
