# seed = 1, gamma = 0.5, beta = 0.75, dee = 100.0, dcc = 5.0, dec = 600.0, dsc = 20.0, dLocalhost = 0.015, hostBroker = EDGE, numOfCloud = 1, numOfEdge = 1, numOfSmartphone = 225 
#
# The columns have the following meaning: 
# instant[SECONDS] delayCountPartial delaySumPartial[SECONDS] delayMaxPartial[SECONDS] delayCountTot delaySumTot[SECONDS] delayMaxTot[SECONDS] runOnCloudPartial runOnEdgePartial runOnSmartphonePartial runOnCloudTot runOnEdgeTot runOnSmartphoneTot
0.0 0 0.0 0.0 0 0.0 0.0 0 0 0 0 0 0
900.0 16560 7.6437925E7 9463.47 16560 7.6437925E7 9463.47 80 5 225 80 5 225
1800.0 16524 2.1858287757E8 18271.27 33084 2.9502080257E8 18271.27 80 5 225 160 10 450
2700.0 16453 3.6034609688E8 27078.61 49537 6.5536689945E8 27078.61 80 5 225 240 15 675
3600.0 16452 5.0251361634E8 35885.93 65989 1.15788051579E9 35885.93 80 5 225 320 20 900
4500.0 16560 6.4708647832E8 44693.26 82549 1.8049669941E9 44693.26 80 5 225 400 25 1125
5400.0 16524 7.8852970666E8 53500.6 99073 2.59349670076E9 53500.6 80 5 225 480 30 1350
6300.0 16452 9.2901778646E8 62307.93 115525 3.52251448723E9 62307.93 80 5 225 560 35 1575
7200.0 16452 1.07118530592E9 71115.25 131977 4.59369979315E9 71115.25 80 5 225 640 40 1800
8100.0 16560 1.21759447182E9 79922.58 148537 5.81129426497E9 79922.58 80 5 225 720 45 2025
9000.0 16524 1.35846665333E9 88729.92 165061 7.1697609183E9 88729.92 80 5 225 800 50 2250
9900.0 16458 1.49768947632E9 97537.25 181519 8.66745039462E9 97537.25 80 5 225 880 55 2475
10800.0 16454 1.63986016946E9 106344.96 197973 1.030731056407E10 106344.96 80 5 225 960 60 2700
11700.0 16560 1.78824230688E9 115152.47 214533 1.209555287095E10 115152.47 80 5 225 1040 65 2925
12600.0 16524 1.92841883631E9 123959.81 231057 1.402397170726E10 123959.81 80 5 225 1120 70 3150
13500.0 16452 2.0663703845E9 132767.14 247509 1.609034209176E10 132767.14 80 5 225 1200 75 3375
14400.0 16452 2.20853790395E9 141574.47 263961 1.829887999571E10 141574.47 80 5 225 1280 80 3600
15300.0 16560 2.35875185829E9 150381.79 280521 2.065763185399E10 150381.79 80 5 225 1360 85 3825
16200.0 16524 2.49835578297E9 159189.13 297045 2.315598763697E10 159189.13 80 5 225 1440 90 4050
17100.0 16452 2.63504207433E9 167996.46 313497 2.57910297113E10 167996.46 80 5 225 1520 95 4275
18000.0 16452 2.77720959379E9 176803.79 329949 2.856823930509E10 176803.79 80 5 225 1600 100 4500
18900.0 16560 2.92932593143E9 185611.11 346509 3.149756523651E10 185611.11 80 5 225 1680 105 4725
19800.0 16525 3.06829571935E9 194418.45 363034 3.456586095586E10 194418.45 80 5 225 1760 110 4950
20700.0 16452 3.20371822833E9 203226.34 379486 3.776957918418E10 203226.34 80 5 225 1840 115 5175
21600.0 16452 3.34589055471E9 212033.68 395938 4.111546973889E10 212033.68 80 5 225 1920 120 5400
22500.0 16560 3.49990929766E9 220841.01 412498 4.461537903656E10 220841.01 80 5 225 2000 125 5625
23400.0 16524 3.63824496548E9 229648.35 429022 4.825362400203E10 229648.35 80 5 225 2080 130 5850
24300.0 16452 3.77239472509E9 238455.67 445474 5.202601872713E10 238455.67 80 5 225 2160 135 6075
25200.0 16452 3.91456224455E9 247263.0 461926 5.594058097167E10 247263.0 80 5 225 2240 140 6300
26100.0 16560 4.07054950418E9 256070.33 478486 6.001113047585E10 256070.33 80 5 225 2320 145 6525
27000.0 16524 4.20818491117E9 264877.67 495010 6.421931538703E10 264877.67 80 5 225 2400 150 6750
27900.0 16452 4.34106641525E9 273684.99 511462 6.856038180228E10 273684.99 80 5 225 2480 155 6975
28800.0 16452 4.48323393471E9 282492.32 527914 7.304361573699E10 282492.32 80 5 225 2560 160 7200
29700.0 16560 4.64105746231E9 291299.65 544474 7.76846731993E10 291299.65 80 5 225 2640 165 7425
30600.0 16524 4.77812927944E9 300107.55 560998 8.246280247873E10 300107.55 80 5 225 2720 170 7650
31500.0 16452 4.90974737666E9 308914.89 577450 8.73725498554E10 308914.89 80 5 225 2800 175 7875
32400.0 16452 5.05191489612E9 317722.22 593902 9.242446475151E10 317722.22 80 5 225 2880 180 8100
33300.0 16560 5.21164082904E9 326529.54 610462 9.763610558055E10 326529.54 80 5 225 2960 185 8325
34200.0 16524 5.34807409471E9 335336.88 626986 1.0298417967526E11 335336.88 80 5 225 3040 190 8550
35100.0 16452 5.47841906704E9 344144.21 643438 1.084625987423E11 344144.21 80 5 225 3120 195 8775
36000.0 16452 5.6205865865E9 352951.54 659890 1.1408318532879E11 352951.54 80 5 225 3200 200 9000
36900.0 16560 5.78221490272E9 361758.86 676450 1.1986540023151E11 361758.86 80 5 225 3280 205 9225
37800.0 16524 5.91801404067E9 370566.2 692974 1.2578341427219E11 370566.2 80 5 225 3360 210 9450
38700.0 16452 6.04709075753E9 379373.53 709426 1.3183050502971E11 379373.53 80 5 225 3440 215 9675
39600.0 16452 6.18925827698E9 388180.86 725878 1.3801976330669E11 388180.86 80 5 225 3520 220 9900
40500.0 16560 6.35279343673E9 396988.75 742438 1.4437255674343E11 396988.75 80 5 225 3600 225 10125
41400.0 16524 6.48796327846E9 405796.1 758962 1.5086052002188E11 405796.1 80 5 225 3680 230 10350
42300.0 16452 6.6157717191E9 414603.42 775414 1.5747629174098E11 414603.42 80 5 225 3760 235 10575
43200.0 16452 6.75793923855E9 423410.75 791866 1.6423423097954E11 423410.75 80 5 225 3840 240 10800
44100.0 16560 6.9233723434E9 432218.08 808426 1.7115760332293E11 432218.08 80 5 225 3920 245 11025
45000.0 16524 7.05790322448E9 441025.42 824950 1.7821550654741E11 441025.42 80 5 225 4000 250 11250
45900.0 16452 7.18444340964E9 449832.74 841402 1.8539994995705E11 449832.74 80 5 225 4080 255 11475
46800.0 16452 7.32661092909E9 458640.07 857854 1.9272656088615E11 458640.07 80 5 225 4160 260 11700
47700.0 16560 7.49401255058E9 467447.4 874414 2.0022057343673E11 467447.4 80 5 225 4240 265 11925
