# seed = 1, gamma = 0.75, beta = 0.5, dee = 100.0, dcc = 50.0, dec = 600.0, dsc = 2000.0, dLocalhost = 0.015, hostBroker = CLOUD, numOfCloud = 1, numOfEdge = 1, numOfSmartphone = 150 
#
# The columns have the following meaning: 
# instant[SECONDS] delayCountPartial delaySumPartial[SECONDS] delayMaxPartial[SECONDS] delayCountTot delaySumTot[SECONDS] delayMaxTot[SECONDS] runOnCloudPartial runOnEdgePartial runOnSmartphonePartial runOnCloudTot runOnEdgeTot runOnSmartphoneTot
0.0 0 0.0 0.0 0 0.0 0.0 0 0 0 0 0 0
900.0 16560 1.2713329192E8 15652.19 16560 1.2713329192E8 15652.19 153 7 150 153 7 150
1800.0 16524 3.7111692039E8 30772.4 33084 4.9825021231E8 30772.4 153 7 150 306 14 300
2700.0 16452 6.1453211986E8 45892.08 49536 1.11278233217E9 45892.08 153 7 150 459 21 450
3600.0 16452 8.585447184E8 61011.75 65988 1.97132705057E9 61011.75 153 7 150 612 28 600
4500.0 16561 1.10676448114E9 76131.42 82549 3.07809153171E9 76131.42 153 7 150 765 35 750
5400.0 16524 1.34954899286E9 91251.1 99073 4.42764052456E9 91251.1 153 7 150 918 42 900
6300.0 16452 1.59077908606E9 106370.77 115525 6.01841961063E9 106370.77 153 7 150 1071 49 1050
7200.0 16452 1.83479168461E9 121490.44 131977 7.85321129524E9 121490.44 153 7 150 1224 56 1200
8100.0 16560 2.08616815621E9 136610.11 148537 9.93937945145E9 136610.11 153 7 150 1377 63 1350
9000.0 16524 2.32796738648E9 151729.79 165061 1.226734683792E10 151729.79 153 7 150 1530 70 1500
9900.0 16452 2.56702605253E9 166849.46 181513 1.483437289046E10 166849.46 153 7 150 1683 77 1650
10800.0 16452 2.81103865108E9 181969.12 197965 1.764541154154E10 181969.12 153 7 150 1836 84 1800
11700.0 16560 3.06579002121E9 197088.79 214525 2.071120156275E10 197088.79 153 7 150 1989 91 1950
12600.0 16524 3.30639739125E9 212208.47 231049 2.4017598954E10 212208.47 153 7 150 2142 98 2100
13500.0 16452 3.543273019E9 227328.14 247501 2.7560871973E10 227328.14 153 7 150 2295 105 2250
14400.0 16452 3.78728561754E9 242447.81 263953 3.134815759053E10 242447.81 153 7 150 2448 112 2400
15300.0 16560 4.04519377834E9 257567.48 280513 3.539335136887E10 257567.48 153 7 150 2601 119 2550
16200.0 16530 4.28481578487E9 272687.16 297043 3.967816715374E10 272687.16 153 7 150 2754 126 2700
