# seed = 1, gamma = 0.0, beta = 0.75, dee = 10.0, dcc = 200.0, dec = 150.0, dsc = 2000.0, dLocalhost = 0.015, hostBroker = CLOUD, numOfCloud = 1, numOfEdge = 1, numOfSmartphone = 225 
#
# The columns have the following meaning: 
# instant[SECONDS] delayCountPartial delaySumPartial[SECONDS] delayMaxPartial[SECONDS] delayCountTot delaySumTot[SECONDS] delayMaxTot[SECONDS] runOnCloudPartial runOnEdgePartial runOnSmartphonePartial runOnCloudTot runOnEdgeTot runOnSmartphoneTot
0.0 0 0.0 0.0 0 0.0 0.0 0 0 0 0 0 0
900.0 16560 1.9156248701E8 23620.53 16560 1.9156248701E8 23620.53 85 0 225 85 0 225
1800.0 16524 5.6670617075E8 46866.44 33084 7.5826865776E8 46866.44 85 0 225 170 0 450
2700.0 16452 9.409083603E8 70111.81 49536 1.69917701807E9 70111.81 85 0 225 255 0 675
3600.0 16452 1.31609495784E9 93357.17 65988 3.01527197591E9 93357.17 85 0 225 340 0 900
4500.0 16560 1.69766435842E9 116602.54 82548 4.71293633433E9 116602.54 85 0 225 425 0 1125
5400.0 16524 2.07097288029E9 139847.91 99072 6.78390921462E9 139847.91 85 0 225 510 0 1350
6300.0 16453 2.44181522182E9 163093.27 115525 9.22572443644E9 163093.27 85 0 225 595 0 1575
7200.0 16452 2.81700166741E9 186338.63 131977 1.204272610385E10 186338.63 85 0 225 680 0 1800
8100.0 16560 3.20342727622E9 209583.99 148537 1.524615338007E10 209583.99 85 0 225 765 0 2025
9000.0 16524 3.57521841292E9 232829.37 165061 1.882137179299E10 232829.37 85 0 225 850 0 2250
9900.0 16452 3.9427217797E9 256074.73 181513 2.276409357269E10 256074.73 85 0 225 935 0 2475
10800.0 16452 4.31790837723E9 279320.09 197965 2.708200194992E10 279320.09 85 0 225 1020 0 2700
11700.0 16560 4.70951979337E9 302565.45 214525 3.179152174329E10 302565.45 85 0 225 1105 0 2925
12600.0 16524 5.07948096498E9 325810.82 231049 3.687100270827E10 325810.82 85 0 225 1190 0 3150
13500.0 16452 5.44362848953E9 349056.19 247501 4.23146311978E10 349056.19 85 0 225 1275 0 3375
14400.0 16452 5.81881508706E9 372301.55 263953 4.813344628486E10 372301.55 85 0 225 1360 0 3600
15300.0 16560 6.21528268444E9 395546.91 280513 5.43487289693E10 395546.91 85 0 225 1445 0 3825
16200.0 16524 6.58372649762E9 418792.28 297037 6.093245546692E10 418792.28 85 0 225 1530 0 4050
17100.0 16452 6.94453519936E9 442037.65 313489 6.787699066627E10 442037.65 85 0 225 1615 0 4275
18000.0 16452 7.31972179689E9 465283.01 329941 7.519671246316E10 465283.01 85 0 225 1700 0 4500
18900.0 16560 7.72121039305E9 488528.37 346501 8.291792285621E10 488528.37 85 0 225 1785 0 4725
19800.0 16524 8.08798053096E9 511773.74 363025 9.100590338717E10 511773.74 85 0 225 1870 0 4950
20700.0 16452 8.44544190919E9 535019.11 379477 9.945134529636E10 535019.11 85 0 225 1955 0 5175
21600.0 16452 8.82062850674E9 558264.47 395929 1.082719738031E11 558264.47 85 0 225 2040 0 5400
22500.0 16560 9.22713809269E9 581509.83 412489 1.1749911189579E11 581509.83 85 0 225 2125 0 5625
23400.0 16524 9.59223458236E9 604755.2 429013 1.2709134647815E11 604755.2 85 0 225 2210 0 5850
24300.0 16458 9.94634861907E9 628000.56 445471 1.3703769509723E11 628000.56 85 0 225 2295 0 6075
25200.0 16454 1.032153629558E10 651246.06 461925 1.4735923139281E11 651246.06 85 0 225 2380 0 6300
26100.0 16560 1.073323613618E10 674491.85 478485 1.5809246752899E11 674491.85 85 0 225 2465 0 6525
27000.0 16524 1.109649788226E10 697737.23 495009 1.6918896541125E11 697737.23 85 0 225 2550 0 6750
27900.0 16452 1.144726456586E10 720982.6 511461 1.806362299771E11 720982.6 85 0 225 2635 0 6975
28800.0 16452 1.18224511634E10 744227.96 527913 1.9245868114051E11 744227.96 85 0 225 2720 0 7200
29700.0 16560 1.223900279587E10 767473.32 544473 2.0469768393637E11 767473.32 85 0 225 2805 0 7425
30600.0 16524 1.260075191616E10 790718.69 560997 2.1729843585253E11 790718.69 85 0 225 2890 0 7650
31500.0 16452 1.294817127623E10 813964.05 577449 2.3024660712876E11 813964.05 85 0 225 2975 0 7875
32400.0 16452 1.332335787378E10 837209.42 593901 2.4356996500254E11 837209.42 85 0 225 3060 0 8100
33300.0 16560 1.374493049603E10 860454.78 610461 2.5731489549856E11 860454.78 85 0 225 3145 0 8325
34200.0 16524 1.410500596811E10 883700.15 626985 2.7141990146667E11 883700.15 85 0 225 3230 0 8550
35100.0 16452 1.444907798666E10 906945.51 643437 2.8586897945333E11 906945.51 85 0 225 3315 0 8775
36000.0 16452 1.48242645842E10 930190.88 659889 3.0069324403753E11 930190.88 85 0 225 3400 0 9000
36900.0 16560 1.525085820524E10 953436.24 676449 3.1594410224277E11 953436.24 85 0 225 3485 0 9225
37800.0 16524 1.560926001111E10 976681.61 692973 3.3155336225388E11 976681.61 85 0 225 3570 0 9450
38700.0 16452 1.594998469719E10 999926.97 709425 3.4750334695107E11 999926.97 85 0 225 3655 0 9675
39600.0 16452 1.632517129474E10 1023172.33 725877 3.6382851824581E11 1023172.33 85 0 225 3740 0 9900
40500.0 16560 1.675678591456E10 1046417.7 742437 3.8058530416036E11 1046417.7 85 0 225 3825 0 10125
41400.0 16524 1.711351405417E10 1069663.07 758961 3.9769881821453E11 1069663.07 85 0 225 3910 0 10350
42300.0 16452 1.745089140773E10 1092908.43 775413 4.1514970962226E11 1092908.43 85 0 225 3995 0 10575
43200.0 16452 1.782607800528E10 1116153.79 791865 4.3297578762754E11 1116153.79 85 0 225 4080 0 10800
